lang,seed,split,uid
sun,13,test,sun_01086
sun,13,test,sun_01088
sun,13,test,sun_01098
sun,13,test,sun_01099
sun,13,test,sun_01114
sun,13,test,sun_01119
sun,13,test,sun_01121
jav,13,train,jav_00000
jav,13,train,jav_00001
jav,13,train,jav_00003
jav,13,train,jav_00004
jav,13,train,jav_00006
jav,13,train,jav_00008
jav,13,train,jav_00009
jav,13,train,jav_00010
jav,13,train,jav_00011
jav,13,train,jav_00012
jav,13,train,jav_00015
jav,13,train,jav_00017
jav,13,train,jav_00020
jav,13,train,jav_00021
jav,13,train,jav_00023
jav,13,train,jav_00025
jav,13,train,jav_00026
jav,13,train,jav_00027
jav,13,train,jav_00028
jav,13,train,jav_00029
jav,13,train,jav_00030
jav,13,train,jav_00031
jav,13,train,jav_00033
jav,13,train,jav_00035
jav,13,train,jav_00038
jav,13,train,jav_00039
jav,13,train,jav_00043
jav,13,train,jav_00044
jav,13,train,jav_00046
jav,13,train,jav_00048
jav,13,train,jav_00049
jav,13,train,jav_00051
jav,13,train,jav_00052
jav,13,train,jav_00054
jav,13,train,jav_00055
jav,13,train,jav_00057
jav,13,train,jav_00058
jav,13,train,jav_00059
jav,13,train,jav_00060
jav,13,train,jav_00061
jav,13,train,jav_00062
jav,13,train,jav_00063
jav,13,train,jav_00064
jav,13,train,jav_00066
jav,13,train,jav_00068
jav,13,train,jav_00072
jav,13,train,jav_00075
jav,13,train,jav_00078
jav,13,train,jav_00080
jav,13,train,jav_00081
jav,13,train,jav_00082
jav,13,train,jav_00083
jav,13,train,jav_00084
jav,13,train,jav_00085
jav,13,train,jav_00086
jav,13,train,jav_00087
jav,13,train,jav_00088
jav,13,train,jav_00089
jav,13,train,jav_00090
jav,13,train,jav_00091
jav,13,train,jav_00093
jav,13,train,jav_00095
jav,13,train,jav_00096
jav,13,train,jav_00097
jav,13,train,jav_00100
jav,13,train,jav_00101
jav,13,train,jav_00102
jav,13,train,jav_00103
jav,13,train,jav_00104
jav,13,train,jav_00105
jav,13,train,jav_00111
jav,13,train,jav_00112
jav,13,train,jav_00113
jav,13,train,jav_00116
jav,13,train,jav_00117
jav,13,train,jav_00118
jav,13,train,jav_00119
jav,13,train,jav_00120
jav,13,train,jav_00121
jav,13,train,jav_00123
jav,13,train,jav_00125
jav,13,train,jav_00127
jav,13,train,jav_00129
jav,13,train,jav_00131
jav,13,train,jav_00132
jav,13,train,jav_00133
jav,13,train,jav_00134
jav,13,train,jav_00136
jav,13,train,jav_00139
jav,13,train,jav_00140
jav,13,train,jav_00142
jav,13,train,jav_00143
jav,13,train,jav_00144
jav,13,train,jav_00145
jav,13,train,jav_00146
jav,13,train,jav_00147
jav,13,train,jav_00149
jav,13,train,jav_00150
jav,13,val,jav_00005
jav,13,val,jav_00007
jav,13,val,jav_00013
jav,13,val,jav_00016
jav,13,val,jav_00018
jav,13,val,jav_00042
jav,13,val,jav_00053
jav,13,val,jav_00065
jav,13,val,jav_00067
jav,13,val,jav_00071
jav,13,val,jav_00074
jav,13,val,jav_00077
jav,13,val,jav_00092
jav,13,val,jav_00107
jav,13,val,jav_00108
jav,13,val,jav_00109
jav,13,val,jav_00110
jav,13,val,jav_00115
jav,13,val,jav_00124
jav,13,val,jav_00130
jav,13,val,jav_00137
jav,13,val,jav_00138
jav,13,test,jav_00002
jav,13,test,jav_00014
jav,13,test,jav_00019
jav,13,test,jav_00022
jav,13,test,jav_00024
jav,13,test,jav_00032
jav,13,test,jav_00034
jav,13,test,jav_00036
jav,13,test,jav_00037
jav,13,test,jav_00040
jav,13,test,jav_00041
jav,13,test,jav_00045
jav,13,test,jav_00047
jav,13,test,jav_00050
jav,13,test,jav_00056
jav,13,test,jav_00069
jav,13,test,jav_00070
jav,13,test,jav_00073
jav,13,test,jav_00076
jav,13,test,jav_00079
jav,13,test,jav_00094
jav,13,test,jav_00098
jav,13,test,jav_00099
jav,13,test,jav_00106
jav,13,test,jav_00114
jav,13,test,jav_00122
jav,13,test,jav_00126
jav,13,test,jav_00128
jav,13,test,jav_00135
jav,13,test,jav_00141
jav,13,test,jav_00148
ind,13,train,ind_00000
ind,13,train,ind_00001
ind,13,train,ind_00002
ind,13,train,ind_00008
ind,13,train,ind_00009
ind,13,train,ind_00010
ind,13,train,ind_00012
ind,13,train,ind_00013
ind,13,train,ind_00015
ind,13,train,ind_00016
ind,13,train,ind_00017
ind,13,train,ind_00018
ind,13,train,ind_00020
ind,13,train,ind_00021
ind,13,train,ind_00022
ind,13,train,ind_00023
ind,13,train,ind_00026
ind,13,train,ind_00030
ind,13,train,ind_00031
ind,13,train,ind_00032
ind,13,train,ind_00033
ind,13,train,ind_00036
ind,13,train,ind_00039
ind,13,train,ind_00041
ind,13,train,ind_00042
ind,13,train,ind_00043
ind,13,train,ind_00044
ind,13,train,ind_00045
ind,13,train,ind_00046
ind,13,train,ind_00049
ind,13,train,ind_00050
ind,13,train,ind_00051
ind,13,train,ind_00053
ind,13,train,ind_00054
ind,13,train,ind_00055
ind,13,train,ind_00056
ind,13,train,ind_00058
ind,13,train,ind_00059
ind,13,train,ind_00060
ind,13,train,ind_00061
ind,13,train,ind_00065
ind,13,train,ind_00067
ind,13,train,ind_00068
ind,13,train,ind_00070
ind,13,train,ind_00075
ind,13,train,ind_00076
ind,13,train,ind_00077
ind,13,train,ind_00078
ind,13,train,ind_00079
ind,13,train,ind_00080
ind,13,train,ind_00081
ind,13,train,ind_00082
ind,13,train,ind_00083
ind,13,train,ind_00085
ind,13,train,ind_00086
ind,13,train,ind_00091
ind,13,train,ind_00092
ind,13,train,ind_00093
ind,13,train,ind_00094
ind,13,train,ind_00096
ind,13,train,ind_00098
ind,13,train,ind_00099
ind,13,train,ind_00100
ind,13,train,ind_00101
ind,13,train,ind_00102
ind,13,train,ind_00103
ind,13,train,ind_00105
ind,13,train,ind_00106
ind,13,train,ind_00107
ind,13,train,ind_00108
ind,13,train,ind_00110
ind,13,train,ind_00111
ind,13,train,ind_00115
ind,13,train,ind_00116
ind,13,train,ind_00120
ind,13,train,ind_00121
ind,13,train,ind_00123
ind,13,train,ind_00124
ind,13,train,ind_00125
ind,13,train,ind_00126
ind,13,train,ind_00127
ind,13,train,ind_00130
ind,13,train,ind_00131
ind,13,train,ind_00132
ind,13,train,ind_00136
ind,13,train,ind_00137
ind,13,train,ind_00138
ind,13,train,ind_00139
ind,13,train,ind_00140
ind,13,train,ind_00141
ind,13,train,ind_00142
ind,13,train,ind_00143
ind,13,train,ind_00144
ind,13,train,ind_00145
ind,13,train,ind_00146
ind,13,train,ind_00147
ind,13,train,ind_00149
ind,13,train,ind_00150
ind,13,train,ind_00151
ind,13,train,ind_00152
ind,13,train,ind_00155
ind,13,val,ind_00005
ind,13,val,ind_00007
ind,13,val,ind_00019
ind,13,val,ind_00025
ind,13,val,ind_00034
ind,13,val,ind_00048
ind,13,val,ind_00062
ind,13,val,ind_00063
ind,13,val,ind_00064
ind,13,val,ind_00066
ind,13,val,ind_00071
ind,13,val,ind_00072
ind,13,val,ind_00073
ind,13,val,ind_00074
ind,13,val,ind_00087
ind,13,val,ind_00088
ind,13,val,ind_00090
ind,13,val,ind_00104
ind,13,val,ind_00109
ind,13,val,ind_00114
ind,13,val,ind_00118
ind,13,val,ind_00119
ind,13,val,ind_00122
ind,13,val,ind_00129
ind,13,val,ind_00134
ind,13,val,ind_00153
ind,13,test,ind_00003
ind,13,test,ind_00004
ind,13,test,ind_00006
ind,13,test,ind_00011
ind,13,test,ind_00014
ind,13,test,ind_00024
ind,13,test,ind_00027
ind,13,test,ind_00028
ind,13,test,ind_00029
ind,13,test,ind_00035
ind,13,test,ind_00037
ind,13,test,ind_00038
ind,13,test,ind_00040
ind,13,test,ind_00047
ind,13,test,ind_00052
ind,13,test,ind_00057
ind,13,test,ind_00069
ind,13,test,ind_00084
ind,13,test,ind_00089
ind,13,test,ind_00095
ind,13,test,ind_00097
ind,13,test,ind_00112
ind,13,test,ind_00113
ind,13,test,ind_00117
ind,13,test,ind_00128
ind,13,test,ind_00133
ind,13,test,ind_00135
ind,13,test,ind_00148
ind,13,test,ind_00154
sun,77,train,sun_00004
sun,77,train,sun_00005
sun,77,train,sun_00008
sun,77,train,sun_00009
sun,77,train,sun_00011
sun,77,train,sun_00012
sun,77,train,sun_00015
sun,77,train,sun_00016
sun,77,train,sun_00017
sun,77,train,sun_00019
sun,77,train,sun_00021
sun,77,train,sun_00023
sun,77,train,sun_00024
sun,77,train,sun_00026
sun,77,train,sun_00027
sun,77,train,sun_00028
sun,77,train,sun_00029
sun,77,train,sun_00032
sun,77,train,sun_00034
sun,77,train,sun_00035
sun,77,train,sun_00038
sun,77,train,sun_00039
sun,77,train,sun_00041
sun,77,train,sun_00042
sun,77,train,sun_00043
sun,77,train,sun_00044
sun,77,train,sun_00045
sun,77,train,sun_00046
sun,77,train,sun_00048
sun,77,train,sun_00049
sun,77,train,sun_00051
sun,77,train,sun_00052
sun,77,train,sun_00054
sun,77,train,sun_00056
sun,77,train,sun_00057
sun,77,train,sun_00058
sun,77,train,sun_00059
sun,77,train,sun_00061
sun,77,train,sun_00063
sun,77,train,sun_00065
sun,77,train,sun_00066
sun,77,train,sun_00067
sun,77,train,sun_00068
sun,77,train,sun_00069
sun,77,train,sun_00071
sun,77,train,sun_00072
sun,77,train,sun_00074
sun,77,train,sun_00076
sun,77,train,sun_00077
sun,77,train,sun_00078
sun,77,train,sun_00080
sun,77,train,sun_00081
sun,77,train,sun_00083
sun,77,train,sun_00084
sun,77,train,sun_00085
sun,77,train,sun_00086
sun,77,train,sun_00088
sun,77,train,sun_00089
sun,77,train,sun_00090
sun,77,train,sun_00091
sun,77,train,sun_00093
sun,77,train,sun_00094
sun,77,train,sun_00095
sun,77,train,sun_00096
sun,77,train,sun_00097
sun,77,train,sun_00098
sun,77,train,sun_00099
sun,77,train,sun_00100
sun,77,train,sun_00102
sun,77,train,sun_00103
sun,77,train,sun_00104
sun,77,train,sun_00106
sun,77,train,sun_00110
sun,77,train,sun_00112
sun,77,train,sun_00113
sun,77,train,sun_00114
sun,77,train,sun_00115
sun,77,train,sun_00116
sun,77,train,sun_00117
sun,77,train,sun_00118
sun,77,train,sun_00122
sun,77,train,sun_00123
sun,77,train,sun_00125
sun,77,train,sun_00126
sun,77,train,sun_00127
sun,77,train,sun_00129
sun,77,train,sun_00130
sun,77,train,sun_00132
sun,77,train,sun_00137
sun,77,train,sun_00138
sun,77,train,sun_00140
sun,77,train,sun_00141
sun,77,train,sun_00142
sun,77,train,sun_00143
sun,77,train,sun_00144
sun,77,train,sun_00145
sun,77,train,sun_00146
sun,77,train,sun_00147
sun,77,train,sun_00148
sun,77,train,sun_00149
sun,77,train,sun_00150
sun,77,train,sun_00151
sun,77,train,sun_00153
sun,77,train,sun_00154
sun,77,train,sun_00155
sun,77,train,sun_00156
sun,77,train,sun_00159
sun,77,train,sun_00160
sun,77,train,sun_00161
sun,77,train,sun_00162
sun,77,train,sun_00163
sun,77,train,sun_00164
sun,77,train,sun_00165
sun,77,train,sun_00166
sun,77,train,sun_00168
sun,77,train,sun_00169
sun,77,train,sun_00170
sun,77,train,sun_00171
sun,77,train,sun_00172
sun,77,train,sun_00173
sun,77,train,sun_00174
sun,77,train,sun_00175
sun,77,train,sun_00177
sun,77,train,sun_00178
sun,77,train,sun_00180
sun,77,train,sun_00181
sun,77,train,sun_00182
sun,77,train,sun_00183
sun,77,train,sun_00184
sun,77,train,sun_00185
sun,77,train,sun_00186
sun,77,train,sun_00188
sun,77,train,sun_00191
sun,77,train,sun_00193
sun,77,train,sun_00194
sun,77,train,sun_00195
sun,77,train,sun_00196
sun,77,train,sun_00197
sun,77,train,sun_00198
sun,77,train,sun_00199
sun,77,train,sun_00200
sun,77,train,sun_00201
sun,77,train,sun_00203
sun,77,train,sun_00204
sun,77,train,sun_00205
sun,77,train,sun_00206
sun,77,train,sun_00208
sun,77,train,sun_00213
sun,77,train,sun_00214
sun,77,train,sun_00215
sun,77,train,sun_00217
sun,77,train,sun_00219
sun,77,train,sun_00220
sun,77,train,sun_00222
sun,77,train,sun_00223
sun,77,train,sun_00224
sun,77,train,sun_00226
sun,77,train,sun_00228
sun,77,train,sun_00229
sun,77,train,sun_00231
sun,77,train,sun_00232
sun,77,train,sun_00234
sun,77,train,sun_00240
sun,77,train,sun_00243
sun,77,train,sun_00244
sun,77,train,sun_00245
sun,77,train,sun_00246
sun,77,train,sun_00247
sun,77,train,sun_00248
sun,77,train,sun_00250
sun,77,train,sun_00251
sun,77,train,sun_00252
sun,77,train,sun_00253
sun,77,train,sun_00255
sun,77,train,sun_00257
sun,77,train,sun_00259
sun,77,train,sun_00260
sun,77,train,sun_00262
sun,77,train,sun_00263
sun,77,train,sun_00264
sun,77,train,sun_00265
sun,77,train,sun_00266
sun,77,train,sun_00267
sun,77,train,sun_00270
sun,77,train,sun_00271
sun,77,train,sun_00272
sun,77,train,sun_00273
sun,77,train,sun_00274
sun,77,train,sun_00278
sun,77,train,sun_00279
sun,77,train,sun_00280
sun,77,train,sun_00281
sun,77,train,sun_00283
sun,77,train,sun_00285
sun,77,train,sun_00289
sun,77,train,sun_00290
sun,77,train,sun_00291
sun,77,train,sun_00292
sun,77,train,sun_00294
sun,77,train,sun_00296
sun,77,train,sun_00297
sun,77,train,sun_00299
sun,77,train,sun_00301
sun,77,train,sun_00302
sun,77,train,sun_00304
sun,77,train,sun_00306
sun,77,train,sun_00309
sun,77,train,sun_00310
sun,77,train,sun_00311
sun,77,train,sun_00313
sun,77,train,sun_00315
sun,77,train,sun_00318
sun,77,train,sun_00319
sun,77,train,sun_00320
sun,77,train,sun_00322
sun,77,train,sun_00323
sun,77,train,sun_00325
sun,77,train,sun_00327
sun,77,train,sun_00329
sun,77,train,sun_00330
sun,77,train,sun_00332
sun,77,train,sun_00333
sun,77,train,sun_00334
sun,77,train,sun_00337
sun,77,train,sun_00339
sun,77,train,sun_00341
sun,77,train,sun_00342
sun,77,train,sun_00343
sun,77,train,sun_00344
sun,77,train,sun_00345
sun,77,train,sun_00346
sun,77,train,sun_00347
sun,77,train,sun_00349
sun,77,train,sun_00355
sun,77,train,sun_00358
sun,77,train,sun_00360
sun,77,train,sun_00361
sun,77,train,sun_00362
sun,77,train,sun_00363
sun,77,train,sun_00364
sun,77,train,sun_00366
sun,77,train,sun_00367
sun,77,train,sun_00368
sun,77,train,sun_00369
sun,77,train,sun_00370
sun,77,train,sun_00371
sun,77,train,sun_00372
sun,77,train,sun_00374
sun,77,train,sun_00375
sun,77,train,sun_00376
sun,77,train,sun_00378
sun,77,train,sun_00379
sun,77,train,sun_00382
sun,77,train,sun_00383
sun,77,train,sun_00384
sun,77,train,sun_00385
sun,77,train,sun_00386
sun,77,train,sun_00387
sun,77,train,sun_00390
sun,77,train,sun_00392
sun,77,train,sun_00393
sun,77,train,sun_00394
sun,77,train,sun_00397
sun,77,train,sun_00399
sun,77,train,sun_00401
sun,77,train,sun_00402
sun,77,train,sun_00403
sun,77,train,sun_00404
sun,77,train,sun_00405
sun,77,train,sun_00407
sun,77,train,sun_00410
sun,77,train,sun_00411
sun,77,train,sun_00413
sun,77,train,sun_00414
sun,77,train,sun_00416
sun,77,train,sun_00417
sun,77,train,sun_00419
sun,77,train,sun_00421
sun,77,train,sun_00422
sun,77,train,sun_00424
sun,77,train,sun_00425
sun,77,train,sun_00426
sun,77,train,sun_00427
sun,77,train,sun_00428
sun,77,train,sun_00430
sun,77,train,sun_00433
sun,77,train,sun_00434
sun,77,train,sun_00435
sun,77,train,sun_00436
sun,77,train,sun_00438
sun,77,train,sun_00439
sun,77,train,sun_00440
sun,77,train,sun_00441
sun,77,train,sun_00442
sun,77,train,sun_00443
sun,77,train,sun_00444
sun,77,train,sun_00445
sun,77,train,sun_00446
sun,77,train,sun_00449
sun,77,train,sun_00450
sun,77,train,sun_00451
sun,77,train,sun_00452
sun,77,train,sun_00454
sun,77,train,sun_00455
sun,77,train,sun_00456
sun,77,train,sun_00457
sun,77,train,sun_00462
sun,77,train,sun_00468
sun,77,train,sun_00469
sun,77,train,sun_00470
sun,77,train,sun_00471
sun,77,train,sun_00473
sun,77,train,sun_00474
sun,77,train,sun_00475
sun,77,train,sun_00477
sun,77,train,sun_00478
sun,77,train,sun_00480
sun,77,train,sun_00481
sun,77,train,sun_00483
sun,77,train,sun_00484
sun,77,train,sun_00485
sun,77,train,sun_00486
sun,77,train,sun_00487
sun,77,train,sun_00488
sun,77,train,sun_00489
sun,77,train,sun_00490
sun,77,train,sun_00491
sun,77,train,sun_00493
sun,77,train,sun_00494
sun,77,train,sun_00495
sun,77,train,sun_00496
sun,77,train,sun_00497
sun,77,train,sun_00498
sun,77,train,sun_00499
sun,77,train,sun_00502
sun,77,train,sun_00504
sun,77,train,sun_00508
sun,77,train,sun_00510
sun,77,train,sun_00511
sun,77,train,sun_00512
sun,77,train,sun_00513
sun,77,train,sun_00514
sun,77,train,sun_00515
sun,77,train,sun_00516
sun,77,train,sun_00517
sun,77,train,sun_00518
sun,77,train,sun_00519
sun,77,train,sun_00520
sun,77,train,sun_00521
sun,77,train,sun_00522
sun,77,train,sun_00523
sun,77,train,sun_00526
sun,77,train,sun_00527
sun,77,train,sun_00528
sun,77,train,sun_00530
sun,77,train,sun_00531
sun,77,train,sun_00532
sun,77,train,sun_00534
sun,77,train,sun_00535
sun,77,train,sun_00538
sun,77,train,sun_00539
sun,77,train,sun_00541
sun,77,train,sun_00545
sun,77,train,sun_00546
sun,77,train,sun_00548
sun,77,train,sun_00549
sun,77,train,sun_00551
sun,77,train,sun_00552
sun,77,train,sun_00553
sun,77,train,sun_00554
sun,77,train,sun_00557
sun,77,train,sun_00558
sun,77,train,sun_00560
sun,77,train,sun_00561
sun,77,train,sun_00562
sun,77,train,sun_00564
sun,77,train,sun_00565
sun,77,train,sun_00566
sun,77,train,sun_00567
sun,77,train,sun_00569
sun,77,train,sun_00572
sun,77,train,sun_00573
sun,77,train,sun_00574
sun,77,train,sun_00577
sun,77,train,sun_00578
sun,77,train,sun_00579
sun,77,train,sun_00580
sun,77,train,sun_00585
sun,77,train,sun_00586
sun,77,train,sun_00587
sun,77,train,sun_00590
sun,77,train,sun_00591
sun,77,train,sun_00592
sun,77,train,sun_00594
sun,77,train,sun_00595
sun,77,train,sun_00599
sun,77,train,sun_00600
sun,77,train,sun_00601
sun,77,train,sun_00604
sun,77,train,sun_00605
sun,77,train,sun_00606
sun,77,train,sun_00607
sun,77,train,sun_00608
sun,77,train,sun_00611
sun,77,train,sun_00612
sun,77,train,sun_00613
sun,77,train,sun_00614
sun,77,train,sun_00616
sun,77,train,sun_00617
sun,77,train,sun_00618
sun,77,train,sun_00619
sun,77,train,sun_00620
sun,77,train,sun_00621
sun,77,train,sun_00622
sun,77,train,sun_00623
sun,77,train,sun_00624
sun,77,train,sun_00625
sun,77,train,sun_00627
sun,77,train,sun_00630
sun,77,train,sun_00631
sun,77,train,sun_00632
sun,77,train,sun_00633
sun,77,train,sun_00635
sun,77,train,sun_00636
sun,77,train,sun_00637
sun,77,train,sun_00641
sun,77,train,sun_00642
sun,77,train,sun_00643
sun,77,train,sun_00646
sun,77,train,sun_00648
sun,77,train,sun_00649
sun,77,train,sun_00650
sun,77,train,sun_00651
sun,77,train,sun_00653
sun,77,train,sun_00656
sun,77,train,sun_00657
sun,77,train,sun_00658
sun,77,train,sun_00660
sun,77,train,sun_00661
sun,77,train,sun_00663
sun,77,train,sun_00664
sun,77,train,sun_00666
sun,77,train,sun_00667
sun,77,train,sun_00668
sun,77,train,sun_00670
sun,77,train,sun_00671
sun,77,train,sun_00674
sun,77,train,sun_00675
sun,77,train,sun_00676
sun,77,train,sun_00677
sun,77,train,sun_00680
sun,77,train,sun_00681
sun,77,train,sun_00682
sun,77,train,sun_00683
sun,77,train,sun_00684
sun,77,train,sun_00685
sun,77,train,sun_00689
sun,77,train,sun_00690
sun,77,train,sun_00691
sun,77,train,sun_00692
sun,77,train,sun_00693
sun,77,train,sun_00697
sun,77,train,sun_00700
sun,77,train,sun_00701
sun,77,train,sun_00703
sun,77,train,sun_00705
sun,77,train,sun_00706
sun,77,train,sun_00712
sun,77,train,sun_00713
sun,77,train,sun_00715
sun,77,train,sun_00716
sun,77,train,sun_00717
sun,77,train,sun_00718
sun,77,train,sun_00720
sun,77,train,sun_00721
sun,77,train,sun_00722
sun,77,train,sun_00724
sun,77,train,sun_00725
sun,77,train,sun_00726
sun,77,train,sun_00729
sun,77,train,sun_00731
sun,77,train,sun_00732
sun,77,train,sun_00737
sun,77,train,sun_00738
sun,77,train,sun_00740
sun,77,train,sun_00741
sun,77,train,sun_00743
sun,77,train,sun_00744
sun,77,train,sun_00746
sun,77,train,sun_00748
sun,77,train,sun_00749
sun,77,train,sun_00750
sun,77,train,sun_00752
sun,77,train,sun_00754
sun,77,train,sun_00755
sun,77,train,sun_00756
sun,77,train,sun_00757
sun,77,train,sun_00759
sun,77,train,sun_00760
sun,77,train,sun_00761
sun,77,train,sun_00763
sun,77,train,sun_00764
sun,77,train,sun_00766
sun,77,train,sun_00767
sun,77,train,sun_00768
sun,77,train,sun_00770
sun,77,train,sun_00771
sun,77,train,sun_00772
sun,77,train,sun_00773
sun,77,train,sun_00775
sun,77,train,sun_00776
sun,77,train,sun_00778
sun,77,train,sun_00779
sun,77,train,sun_00780
sun,77,train,sun_00781
sun,77,train,sun_00783
sun,77,train,sun_00784
sun,77,train,sun_00789
sun,77,train,sun_00790
sun,77,train,sun_00791
sun,77,train,sun_00792
sun,77,train,sun_00793
sun,77,train,sun_00794
sun,77,train,sun_00796
sun,77,train,sun_00799
sun,77,train,sun_00800
sun,77,train,sun_00801
sun,77,train,sun_00805
sun,77,train,sun_00807
sun,77,train,sun_00808
sun,77,train,sun_00812
sun,77,train,sun_00813
sun,77,train,sun_00816
sun,77,train,sun_00817
sun,77,train,sun_00818
sun,77,train,sun_00819
sun,77,train,sun_00820
sun,77,train,sun_00821
sun,77,train,sun_00823
sun,77,train,sun_00826
sun,77,train,sun_00827
sun,77,train,sun_00829
sun,77,train,sun_00830
sun,77,train,sun_00832
sun,77,train,sun_00833
sun,77,train,sun_00834
sun,77,train,sun_00839
sun,77,train,sun_00841
sun,77,train,sun_00842
sun,77,train,sun_00843
sun,77,train,sun_00844
sun,77,train,sun_00845
sun,77,train,sun_00846
sun,77,train,sun_00847
sun,77,train,sun_00850
sun,77,train,sun_00851
sun,77,train,sun_00853
sun,77,train,sun_00854
sun,77,train,sun_00856
sun,77,train,sun_00857
sun,77,train,sun_00858
sun,77,train,sun_00859
sun,77,train,sun_00863
sun,77,train,sun_00866
sun,77,train,sun_00868
sun,77,train,sun_00869
sun,77,train,sun_00870
sun,77,train,sun_00872
sun,77,train,sun_00873
sun,77,train,sun_00874
sun,77,train,sun_00875
sun,77,train,sun_00876
sun,77,train,sun_00878
sun,77,train,sun_00879
sun,77,train,sun_00880
sun,77,train,sun_00881
sun,77,train,sun_00884
sun,77,train,sun_00885
sun,77,train,sun_00888
sun,77,train,sun_00889
sun,77,train,sun_00890
sun,77,train,sun_00891
sun,77,train,sun_00892
sun,77,train,sun_00893
sun,77,train,sun_00896
sun,77,train,sun_00897
sun,77,train,sun_00899
sun,77,train,sun_00900
sun,77,train,sun_00902
sun,77,train,sun_00904
sun,77,train,sun_00906
sun,77,train,sun_00907
sun,77,train,sun_00908
sun,77,train,sun_00909
sun,77,train,sun_00910
sun,77,train,sun_00913
sun,77,train,sun_00914
sun,77,train,sun_00915
sun,77,train,sun_00916
sun,77,train,sun_00917
sun,77,train,sun_00919
sun,77,train,sun_00920
sun,77,train,sun_00923
sun,77,train,sun_00924
sun,77,train,sun_00925
sun,77,train,sun_00926
sun,77,train,sun_00927
sun,77,train,sun_00928
sun,77,train,sun_00930
sun,77,train,sun_00932
sun,77,train,sun_00935
sun,77,train,sun_00936
sun,77,train,sun_00937
sun,77,train,sun_00938
sun,77,train,sun_00942
sun,77,train,sun_00943
sun,77,train,sun_00944
sun,77,train,sun_00945
sun,77,train,sun_00946
sun,77,train,sun_00948
sun,77,train,sun_00949
sun,77,train,sun_00950
sun,77,train,sun_00951
sun,77,train,sun_00952
sun,77,train,sun_00955
sun,77,train,sun_00957
sun,77,train,sun_00959
sun,77,train,sun_00960
sun,77,train,sun_00961
sun,77,train,sun_00962
sun,77,train,sun_00963
sun,77,train,sun_00964
sun,77,train,sun_00966
sun,77,train,sun_00968
sun,77,train,sun_00969
sun,77,train,sun_00974
sun,77,train,sun_00975
sun,77,train,sun_00976
sun,77,train,sun_00978
sun,77,train,sun_00980
sun,77,train,sun_00984
sun,77,train,sun_00988
sun,77,train,sun_00990
sun,77,train,sun_00992
sun,77,train,sun_00994
sun,77,train,sun_00995
sun,77,train,sun_00996
sun,77,train,sun_00998
sun,77,train,sun_01000
sun,77,train,sun_01001
sun,77,train,sun_01002
sun,77,train,sun_01003
sun,77,train,sun_01005
sun,77,train,sun_01006
sun,77,train,sun_01007
sun,77,train,sun_01008
sun,77,train,sun_01009
sun,77,train,sun_01010
sun,77,train,sun_01011
sun,77,train,sun_01012
sun,77,train,sun_01013
sun,77,train,sun_01015
sun,77,train,sun_01016
sun,77,train,sun_01017
sun,77,train,sun_01018
sun,77,train,sun_01019
sun,77,train,sun_01020
sun,77,train,sun_01021
sun,77,train,sun_01022
sun,77,train,sun_01023
sun,77,train,sun_01026
sun,77,train,sun_01028
sun,77,train,sun_01029
sun,77,train,sun_01030
sun,77,train,sun_01031
sun,77,train,sun_01032
sun,77,train,sun_01033
sun,77,train,sun_01035
sun,77,train,sun_01036
sun,77,train,sun_01038
sun,77,train,sun_01040
sun,77,train,sun_01041
sun,77,train,sun_01043
sun,77,train,sun_01045
sun,77,train,sun_01046
sun,77,train,sun_01047
sun,77,train,sun_01048
sun,77,train,sun_01050
sun,77,train,sun_01051
sun,77,train,sun_01053
sun,77,train,sun_01054
sun,77,train,sun_01058
sun,77,train,sun_01059
sun,77,train,sun_01060
sun,77,train,sun_01061
sun,77,train,sun_01062
sun,77,train,sun_01064
sun,77,train,sun_01065
sun,77,train,sun_01066
sun,77,train,sun_01070
sun,77,train,sun_01071
sun,77,train,sun_01074
sun,77,train,sun_01075
sun,77,train,sun_01079
sun,77,train,sun_01084
sun,77,train,sun_01085
sun,77,train,sun_01086
sun,77,train,sun_01088
sun,77,train,sun_01089
sun,77,train,sun_01091
sun,77,train,sun_01092
sun,77,train,sun_01093
sun,77,train,sun_01094
sun,77,train,sun_01095
sun,77,train,sun_01096
sun,77,train,sun_01097
sun,77,train,sun_01098
sun,77,train,sun_01099
sun,77,train,sun_01100
sun,77,train,sun_01104
sun,77,train,sun_01108
sun,77,train,sun_01111
sun,77,train,sun_01113
sun,77,train,sun_01116
sun,77,train,sun_01117
sun,77,train,sun_01118
sun,77,train,sun_01120
sun,77,train,sun_01121
sun,77,train,sun_01122
sun,77,val,sun_00000
sun,77,val,sun_00002
sun,77,val,sun_00006
sun,77,val,sun_00007
sun,77,val,sun_00010
sun,77,val,sun_00013
sun,77,val,sun_00014
sun,77,val,sun_00020
sun,77,val,sun_00022
sun,77,val,sun_00036
sun,77,val,sun_00053
sun,77,val,sun_00060
sun,77,val,sun_00064
sun,77,val,sun_00082
sun,77,val,sun_00087
sun,77,val,sun_00105
sun,77,val,sun_00111
sun,77,val,sun_00119
sun,77,val,sun_00120
sun,77,val,sun_00124
sun,77,val,sun_00128
sun,77,val,sun_00135
sun,77,val,sun_00136
sun,77,val,sun_00157
sun,77,val,sun_00167
sun,77,val,sun_00176
sun,77,val,sun_00187
sun,77,val,sun_00192
sun,77,val,sun_00207
sun,77,val,sun_00209
sun,77,val,sun_00212
sun,77,val,sun_00216
sun,77,val,sun_00218
