seed,split,uid
13,train,tok_05224
13,train,tok_05226
13,train,tok_05227
13,train,tok_05229
13,train,tok_05230
13,train,tok_05233
13,train,tok_05234
13,train,tok_05236
13,train,tok_05237
13,train,tok_05238
13,train,tok_05239
13,train,tok_05240
13,train,tok_05241
13,train,tok_05243
13,train,tok_05244
13,train,tok_05245
13,train,tok_05246
13,train,tok_05247
13,train,tok_05248
13,train,tok_05249
13,train,tok_05250
13,train,tok_05251
13,train,tok_05252
13,train,tok_05253
13,train,tok_05254
13,train,tok_05257
13,train,tok_05258
13,train,tok_05259
13,train,tok_05260
13,train,tok_05261
13,train,tok_05262
13,train,tok_05263
13,train,tok_05264
13,train,tok_05266
13,train,tok_05267
13,train,tok_05268
13,train,tok_05270
13,train,tok_05274
13,train,tok_05275
13,train,tok_05276
13,train,tok_05279
13,train,tok_05280
13,train,tok_05281
13,train,tok_05283
13,train,tok_05284
13,train,tok_05285
13,train,tok_05286
13,train,tok_05287
13,train,tok_05289
13,train,tok_05291
13,train,tok_05295
13,train,tok_05296
13,train,tok_05298
13,train,tok_05300
13,train,tok_05301
13,train,tok_05302
13,train,tok_05303
13,train,tok_05304
13,train,tok_05305
13,train,tok_05306
13,train,tok_05309
13,train,tok_05310
13,train,tok_05311
13,train,tok_05315
13,train,tok_05316
13,train,tok_05317
13,train,tok_05318
13,train,tok_05319
13,train,tok_05321
13,train,tok_05322
13,train,tok_05323
13,train,tok_05324
13,train,tok_05325
13,train,tok_05326
13,train,tok_05327
13,train,tok_05328
13,train,tok_05330
13,train,tok_05331
13,train,tok_05332
13,train,tok_05333
13,train,tok_05334
13,train,tok_05335
13,train,tok_05336
13,train,tok_05337
13,train,tok_05342
13,train,tok_05343
13,train,tok_05344
13,train,tok_05346
13,train,tok_05348
13,train,tok_05349
13,train,tok_05350
13,train,tok_05351
13,train,tok_05352
13,train,tok_05353
13,train,tok_05354
13,train,tok_05355
13,train,tok_05358
13,train,tok_05359
13,train,tok_05361
13,train,tok_05362
13,train,tok_05363
13,train,tok_05364
13,train,tok_05366
13,train,tok_05367
13,train,tok_05368
13,train,tok_05370
13,train,tok_05372
13,train,tok_05373
13,train,tok_05374
13,train,tok_05375
13,train,tok_05378
13,train,tok_05379
13,train,tok_05381
13,train,tok_05384
13,train,tok_05385
13,train,tok_05387
13,train,tok_05389
13,train,tok_05392
13,train,tok_05393
13,train,tok_05394
13,train,tok_05395
13,train,tok_05396
13,train,tok_05398
13,train,tok_05399
13,val,tok_00002
13,val,tok_00012
13,val,tok_00016
13,val,tok_00030
13,val,tok_00031
13,val,tok_00032
13,val,tok_00040
13,val,tok_00056
13,val,tok_00061
13,val,tok_00071
13,val,tok_00078
13,val,tok_00104
13,val,tok_00106
13,val,tok_00108
13,val,tok_00112
13,val,tok_00116
13,val,tok_00139
13,val,tok_00142
13,val,tok_00143
13,val,tok_00149
13,val,tok_00153
13,val,tok_00161
13,val,tok_00168
13,val,tok_00170
13,val,tok_00178
13,val,tok_00180
13,val,tok_00198
13,val,tok_00200
13,val,tok_00201
13,val,tok_00202
13,val,tok_00222
13,val,tok_00224
13,val,tok_00229
13,val,tok_00231
13,val,tok_00234
13,val,tok_00235
13,val,tok_00246
13,val,tok_00251
13,val,tok_00254
13,val,tok_00263
13,val,tok_00270
13,val,tok_00271
13,val,tok_00274
13,val,tok_00276
13,val,tok_00278
13,val,tok_00280
13,val,tok_00285
13,val,tok_00287
13,val,tok_00289
13,val,tok_00295
13,val,tok_00299
13,val,tok_00315
13,val,tok_00322
13,val,tok_00323
13,val,tok_00330
13,val,tok_00338
13,val,tok_00344
13,val,tok_00345
13,val,tok_00349
13,val,tok_00356
13,val,tok_00359
13,val,tok_00363
13,val,tok_00381
13,val,tok_00391
13,val,tok_00396
13,val,tok_00402
13,val,tok_00412
13,val,tok_00418
13,val,tok_00423
13,val,tok_00433
13,val,tok_00443
13,val,tok_00446
13,val,tok_00448
13,val,tok_00454
13,val,tok_00465
13,val,tok_00476
13,val,tok_00479
13,val,tok_00484
13,val,tok_00487
13,val,tok_00489
13,val,tok_00496
13,val,tok_00502
13,val,tok_00503
13,val,tok_00504
13,val,tok_00532
13,val,tok_00534
13,val,tok_00537
13,val,tok_00543
13,val,tok_00545
13,val,tok_00553
13,val,tok_00561
13,val,tok_00562
13,val,tok_00568
13,val,tok_00579
13,val,tok_00582
13,val,tok_00584
13,val,tok_00593
13,val,tok_00598
13,val,tok_00603
13,val,tok_00604
13,val,tok_00605
13,val,tok_00606
13,val,tok_00613
13,val,tok_00616
13,val,tok_00617
13,val,tok_00626
13,val,tok_00636
13,val,tok_00647
13,val,tok_00668
13,val,tok_00682
13,val,tok_00683
13,val,tok_00688
13,val,tok_00690
13,val,tok_00701
13,val,tok_00723
13,val,tok_00745
13,val,tok_00751
13,val,tok_00755
13,val,tok_00759
13,val,tok_00760
13,val,tok_00767
13,val,tok_00768
13,val,tok_00778
13,val,tok_00789
13,val,tok_00798
13,val,tok_00800
13,val,tok_00806
13,val,tok_00812
13,val,tok_00813
13,val,tok_00824
13,val,tok_00830
13,val,tok_00833
13,val,tok_00843
13,val,tok_00844
13,val,tok_00852
13,val,tok_00860
13,val,tok_00870
13,val,tok_00878
13,val,tok_00892
13,val,tok_00895
13,val,tok_00896
13,val,tok_00898
13,val,tok_00901
13,val,tok_00904
13,val,tok_00905
13,val,tok_00910
13,val,tok_00914
13,val,tok_00928
13,val,tok_00943
13,val,tok_00945
13,val,tok_00952
13,val,tok_00959
13,val,tok_00972
13,val,tok_00979
13,val,tok_00998
13,val,tok_01003
13,val,tok_01012
13,val,tok_01014
13,val,tok_01022
13,val,tok_01023
13,val,tok_01028
13,val,tok_01041
13,val,tok_01043
13,val,tok_01047
13,val,tok_01048
13,val,tok_01060
13,val,tok_01065
13,val,tok_01069
13,val,tok_01077
13,val,tok_01105
13,val,tok_01108
13,val,tok_01125
13,val,tok_01132
13,val,tok_01139
13,val,tok_01147
13,val,tok_01150
13,val,tok_01159
13,val,tok_01164
13,val,tok_01165
13,val,tok_01166
13,val,tok_01171
13,val,tok_01181
13,val,tok_01184
13,val,tok_01196
13,val,tok_01205
13,val,tok_01206
13,val,tok_01209
13,val,tok_01212
13,val,tok_01217
13,val,tok_01219
13,val,tok_01221
13,val,tok_01230
13,val,tok_01235
13,val,tok_01244
13,val,tok_01252
13,val,tok_01253
13,val,tok_01254
13,val,tok_01255
13,val,tok_01278
13,val,tok_01284
13,val,tok_01297
13,val,tok_01310
13,val,tok_01312
13,val,tok_01322
13,val,tok_01334
13,val,tok_01335
13,val,tok_01348
13,val,tok_01349
13,val,tok_01355
13,val,tok_01358
13,val,tok_01366
13,val,tok_01378
13,val,tok_01381
13,val,tok_01382
13,val,tok_01385
13,val,tok_01392
13,val,tok_01393
13,val,tok_01408
13,val,tok_01417
13,val,tok_01419
13,val,tok_01420
13,val,tok_01421
13,val,tok_01422
13,val,tok_01429
13,val,tok_01444
13,val,tok_01450
13,val,tok_01456
13,val,tok_01463
13,val,tok_01468
13,val,tok_01471
13,val,tok_01473
13,val,tok_01482
13,val,tok_01488
13,val,tok_01500
13,val,tok_01501
13,val,tok_01514
13,val,tok_01515
13,val,tok_01524
13,val,tok_01526
13,val,tok_01530
13,val,tok_01542
13,val,tok_01560
13,val,tok_01563
13,val,tok_01577
13,val,tok_01578
13,val,tok_01580
13,val,tok_01582
13,val,tok_01593
13,val,tok_01595
13,val,tok_01597
13,val,tok_01598
13,val,tok_01603
13,val,tok_01605
13,val,tok_01617
13,val,tok_01623
13,val,tok_01627
13,val,tok_01636
13,val,tok_01638
13,val,tok_01651
13,val,tok_01656
13,val,tok_01657
13,val,tok_01659
13,val,tok_01660
13,val,tok_01667
13,val,tok_01668
13,val,tok_01672
13,val,tok_01673
13,val,tok_01675
13,val,tok_01685
13,val,tok_01687
13,val,tok_01693
13,val,tok_01698
13,val,tok_01709
13,val,tok_01714
13,val,tok_01722
13,val,tok_01728
13,val,tok_01748
13,val,tok_01757
13,val,tok_01762
13,val,tok_01764
13,val,tok_01780
13,val,tok_01787
13,val,tok_01793
13,val,tok_01799
13,val,tok_01810
13,val,tok_01814
13,val,tok_01828
13,val,tok_01829
13,val,tok_01832
13,val,tok_01849
13,val,tok_01857
13,val,tok_01868
13,val,tok_01870
13,val,tok_01871
13,val,tok_01878
13,val,tok_01885
13,val,tok_01889
13,val,tok_01902
13,val,tok_01914
13,val,tok_01923
13,val,tok_01937
13,val,tok_01950
13,val,tok_01957
13,val,tok_01959
13,val,tok_01961
13,val,tok_01963
13,val,tok_01965
13,val,tok_01970
13,val,tok_01973
13,val,tok_01983
13,val,tok_01990
13,val,tok_01995
13,val,tok_02010
13,val,tok_02023
13,val,tok_02024
13,val,tok_02044
13,val,tok_02048
13,val,tok_02056
13,val,tok_02063
13,val,tok_02071
13,val,tok_02076
13,val,tok_02077
13,val,tok_02100
13,val,tok_02104
13,val,tok_02107
13,val,tok_02109
13,val,tok_02114
13,val,tok_02121
13,val,tok_02134
13,val,tok_02138
13,val,tok_02145
13,val,tok_02159
13,val,tok_02163
13,val,tok_02172
13,val,tok_02183
13,val,tok_02191
13,val,tok_02199
13,val,tok_02206
13,val,tok_02216
13,val,tok_02228
13,val,tok_02238
13,val,tok_02239
13,val,tok_02240
13,val,tok_02244
13,val,tok_02246
13,val,tok_02250
13,val,tok_02269
13,val,tok_02278
13,val,tok_02287
13,val,tok_02299
13,val,tok_02303
13,val,tok_02304
13,val,tok_02314
13,val,tok_02325
13,val,tok_02336
13,val,tok_02340
13,val,tok_02341
13,val,tok_02346
13,val,tok_02349
13,val,tok_02355
13,val,tok_02361
13,val,tok_02374
13,val,tok_02377
13,val,tok_02381
13,val,tok_02401
13,val,tok_02404
13,val,tok_02405
13,val,tok_02406
13,val,tok_02408
13,val,tok_02409
13,val,tok_02414
13,val,tok_02416
13,val,tok_02421
13,val,tok_02423
13,val,tok_02428
13,val,tok_02436
13,val,tok_02444
13,val,tok_02448
13,val,tok_02450
13,val,tok_02455
13,val,tok_02466
13,val,tok_02467
13,val,tok_02487
13,val,tok_02492
13,val,tok_02501
13,val,tok_02504
13,val,tok_02516
13,val,tok_02518
13,val,tok_02519
13,val,tok_02524
13,val,tok_02530
13,val,tok_02531
13,val,tok_02557
13,val,tok_02572
13,val,tok_02573
13,val,tok_02584
13,val,tok_02589
13,val,tok_02594
13,val,tok_02601
13,val,tok_02605
13,val,tok_02613
13,val,tok_02641
13,val,tok_02642
13,val,tok_02645
13,val,tok_02667
13,val,tok_02668
13,val,tok_02669
13,val,tok_02678
13,val,tok_02680
13,val,tok_02690
13,val,tok_02696
13,val,tok_02710
13,val,tok_02714
13,val,tok_02716
13,val,tok_02725
13,val,tok_02726
13,val,tok_02733
13,val,tok_02735
13,val,tok_02737
13,val,tok_02739
13,val,tok_02740
13,val,tok_02741
13,val,tok_02746
13,val,tok_02749
13,val,tok_02753
13,val,tok_02758
13,val,tok_02766
13,val,tok_02780
13,val,tok_02790
13,val,tok_02793
13,val,tok_02794
13,val,tok_02806
13,val,tok_02832
13,val,tok_02835
13,val,tok_02840
13,val,tok_02841
13,val,tok_02844
13,val,tok_02849
13,val,tok_02859
13,val,tok_02875
13,val,tok_02892
13,val,tok_02895
13,val,tok_02917
13,val,tok_02918
13,val,tok_02921
13,val,tok_02949
13,val,tok_02953
13,val,tok_02957
13,val,tok_02961
13,val,tok_02978
13,val,tok_02986
13,val,tok_02991
13,val,tok_03006
13,val,tok_03009
13,val,tok_03013
13,val,tok_03020
13,val,tok_03042
13,val,tok_03043
13,val,tok_03055
13,val,tok_03068
13,val,tok_03070
13,val,tok_03083
13,val,tok_03096
13,val,tok_03097
13,val,tok_03114
13,val,tok_03120
13,val,tok_03122
13,val,tok_03126
13,val,tok_03128
13,val,tok_03130
13,val,tok_03139
13,val,tok_03140
13,val,tok_03141
13,val,tok_03151
13,val,tok_03156
13,val,tok_03161
13,val,tok_03165
13,val,tok_03167
13,val,tok_03168
13,val,tok_03176
13,val,tok_03191
13,val,tok_03196
13,val,tok_03209
13,val,tok_03212
13,val,tok_03219
13,val,tok_03232
13,val,tok_03240
13,val,tok_03251
13,val,tok_03253
13,val,tok_03261
13,val,tok_03269
13,val,tok_03272
13,val,tok_03279
13,val,tok_03285
13,val,tok_03295
13,val,tok_03304
13,val,tok_03314
13,val,tok_03316
13,val,tok_03322
13,val,tok_03323
13,val,tok_03335
13,val,tok_03346
13,val,tok_03351
13,val,tok_03356
13,val,tok_03360
13,val,tok_03366
13,val,tok_03368
13,val,tok_03382
13,val,tok_03384
13,val,tok_03389
13,val,tok_03396
13,val,tok_03413
13,val,tok_03433
13,val,tok_03437
13,val,tok_03438
13,val,tok_03458
13,val,tok_03464
13,val,tok_03471
13,val,tok_03473
13,val,tok_03493
13,val,tok_03498
13,val,tok_03505
13,val,tok_03522
13,val,tok_03525
13,val,tok_03528
13,val,tok_03529
13,val,tok_03533
13,val,tok_03551
13,val,tok_03558
13,val,tok_03562
13,val,tok_03569
13,val,tok_03583
13,val,tok_03587
13,val,tok_03601
13,val,tok_03603
13,val,tok_03609
13,val,tok_03625
13,val,tok_03638
13,val,tok_03645
13,val,tok_03656
13,val,tok_03662
13,val,tok_03679
13,val,tok_03683
13,val,tok_03709
13,val,tok_03730
13,val,tok_03733
13,val,tok_03734
13,val,tok_03743
13,val,tok_03744
13,val,tok_03746
13,val,tok_03751
13,val,tok_03757
13,val,tok_03759
13,val,tok_03764
13,val,tok_03765
13,val,tok_03771
13,val,tok_03773
13,val,tok_03778
13,val,tok_03791
13,val,tok_03821
13,val,tok_03832
13,val,tok_03840
13,val,tok_03847
13,val,tok_03848
13,val,tok_03849
13,val,tok_03851
13,val,tok_03857
13,val,tok_03859
13,val,tok_03886
13,val,tok_03890
13,val,tok_03900
13,val,tok_03904
13,val,tok_03908
13,val,tok_03922
13,val,tok_03929
13,val,tok_03932
13,val,tok_03934
13,val,tok_03937
13,val,tok_03946
13,val,tok_03955
13,val,tok_03972
13,val,tok_03984
13,val,tok_03987
13,val,tok_03995
13,val,tok_04003
13,val,tok_04012
13,val,tok_04016
13,val,tok_04021
13,val,tok_04027
13,val,tok_04029
13,val,tok_04041
13,val,tok_04042
13,val,tok_04045
13,val,tok_04046
13,val,tok_04053
13,val,tok_04056
13,val,tok_04059
13,val,tok_04061
13,val,tok_04065
13,val,tok_04067
13,val,tok_04074
13,val,tok_04077
13,val,tok_04079
13,val,tok_04080
13,val,tok_04090
13,val,tok_04103
13,val,tok_04106
13,val,tok_04107
13,val,tok_04118
13,val,tok_04127
13,val,tok_04130
13,val,tok_04134
13,val,tok_04153
13,val,tok_04164
13,val,tok_04173
13,val,tok_04178
13,val,tok_04183
13,val,tok_04194
13,val,tok_04198
13,val,tok_04200
13,val,tok_04206
13,val,tok_04213
13,val,tok_04216
13,val,tok_04228
13,val,tok_04240
13,val,tok_04244
13,val,tok_04251
13,val,tok_04254
13,val,tok_04261
13,val,tok_04266
13,val,tok_04276
13,val,tok_04282
13,val,tok_04291
13,val,tok_04299
13,val,tok_04304
13,val,tok_04306
13,val,tok_04308
13,val,tok_04309
13,val,tok_04312
13,val,tok_04320
13,val,tok_04323
13,val,tok_04324
13,val,tok_04330
13,val,tok_04331
13,val,tok_04337
13,val,tok_04345
13,val,tok_04350
13,val,tok_04355
13,val,tok_04367
13,val,tok_04372
13,val,tok_04375
13,val,tok_04388
13,val,tok_04394
13,val,tok_04396
13,val,tok_04401
13,val,tok_04421
13,val,tok_04424
13,val,tok_04440
13,val,tok_04459
13,val,tok_04464
13,val,tok_04481
13,val,tok_04484
13,val,tok_04485
13,val,tok_04491
13,val,tok_04493
13,val,tok_04497
13,val,tok_04502
13,val,tok_04515
13,val,tok_04518
13,val,tok_04519
13,val,tok_04527
13,val,tok_04535
13,val,tok_04553
13,val,tok_04562
13,val,tok_04566
13,val,tok_04571
13,val,tok_04583
13,val,tok_04587
13,val,tok_04597
13,val,tok_04599
13,val,tok_04602
13,val,tok_04611
13,val,tok_04617
13,val,tok_04632
13,val,tok_04640
13,val,tok_04655
13,val,tok_04668
13,val,tok_04669
13,val,tok_04678
13,val,tok_04700
13,val,tok_04711
13,val,tok_04719
13,val,tok_04726
13,val,tok_04731
13,val,tok_04733
13,val,tok_04736
13,val,tok_04738
13,val,tok_04746
13,val,tok_04755
13,val,tok_04757
13,val,tok_04763
13,val,tok_04766
13,val,tok_04767
13,val,tok_04774
13,val,tok_04776
13,val,tok_04783
13,val,tok_04785
13,val,tok_04786
13,val,tok_04791
13,val,tok_04793
13,val,tok_04802
13,val,tok_04807
13,val,tok_04817
13,val,tok_04818
13,val,tok_04820
13,val,tok_04824
13,val,tok_04825
13,val,tok_04826
13,val,tok_04840
13,val,tok_04842
13,val,tok_04844
13,val,tok_04845
13,val,tok_04857
13,val,tok_04862
13,val,tok_04863
13,val,tok_04876
13,val,tok_04882
13,val,tok_04885
13,val,tok_04886
13,val,tok_04888
13,val,tok_04901
13,val,tok_04910
13,val,tok_04913
13,val,tok_04926
13,val,tok_04927
13,val,tok_04929
13,val,tok_04935
13,val,tok_04940
13,val,tok_04945
13,val,tok_04947
13,val,tok_04970
13,val,tok_04972
13,val,tok_04980
13,val,tok_04981
13,val,tok_04983
13,val,tok_04995
13,val,tok_04997
13,val,tok_05006
13,val,tok_05007
13,val,tok_05014
13,val,tok_05015
13,val,tok_05019
13,val,tok_05021
13,val,tok_05029
13,val,tok_05033
13,val,tok_05043
13,val,tok_05056
13,val,tok_05057
13,val,tok_05067
13,val,tok_05075
13,val,tok_05084
13,val,tok_05096
13,val,tok_05099
13,val,tok_05109
13,val,tok_05120
13,val,tok_05125
13,val,tok_05129
13,val,tok_05131
13,val,tok_05132
13,val,tok_05144
13,val,tok_05150
13,val,tok_05165
13,val,tok_05167
13,val,tok_05199
13,val,tok_05205
13,val,tok_05206
13,val,tok_05207
13,val,tok_05211
13,val,tok_05215
13,val,tok_05217
13,val,tok_05220
13,val,tok_05221
13,val,tok_05228
13,val,tok_05231
13,val,tok_05232
13,val,tok_05242
13,val,tok_05265
13,val,tok_05269
13,val,tok_05282
13,val,tok_05288
13,val,tok_05297
13,val,tok_05299
13,val,tok_05307
13,val,tok_05313
13,val,tok_05314
13,val,tok_05320
13,val,tok_05329
13,val,tok_05339
13,val,tok_05340
13,val,tok_05341
13,val,tok_05345
13,val,tok_05356
13,val,tok_05357
13,val,tok_05360
13,val,tok_05377
13,val,tok_05380
13,val,tok_05382
13,val,tok_05391
13,val,tok_05397
13,test,tok_00003
13,test,tok_00004
13,test,tok_00005
13,test,tok_00017
13,test,tok_00020
13,test,tok_00021
13,test,tok_00026
13,test,tok_00037
13,test,tok_00039
13,test,tok_00044
13,test,tok_00045
13,test,tok_00046
13,test,tok_00047
13,test,tok_00048
13,test,tok_00049
13,test,tok_00055
13,test,tok_00057
13,test,tok_00066
13,test,tok_00070
13,test,tok_00072
13,test,tok_00074
13,test,tok_00075
13,test,tok_00076
13,test,tok_00077
13,test,tok_00081
13,test,tok_00085
13,test,tok_00086
13,test,tok_00091
13,test,tok_00094
13,test,tok_00097
13,test,tok_00103
13,test,tok_00105
13,test,tok_00111
13,test,tok_00118
13,test,tok_00120
13,test,tok_00122
13,test,tok_00123
13,test,tok_00129
13,test,tok_00133
13,test,tok_00136
13,test,tok_00144
13,test,tok_00146
13,test,tok_00150
13,test,tok_00151
13,test,tok_00154
13,test,tok_00155
13,test,tok_00158
13,test,tok_00181
13,test,tok_00194
13,test,tok_00205
13,test,tok_00207
13,test,tok_00208
13,test,tok_00219
13,test,tok_00225
13,test,tok_00241
13,test,tok_00247
13,test,tok_00248
13,test,tok_00252
13,test,tok_00255
13,test,tok_00256
13,test,tok_00261
13,test,tok_00265
13,test,tok_00268
13,test,tok_00269
13,test,tok_00277
13,test,tok_00282
13,test,tok_00290
13,test,tok_00297
13,test,tok_00303
13,test,tok_00304
13,test,tok_00312
13,test,tok_00314
13,test,tok_00329
13,test,tok_00334
13,test,tok_00335
13,test,tok_00336
13,test,tok_00339
13,test,tok_00340
13,test,tok_00343
13,test,tok_00370
13,test,tok_00371
13,test,tok_00377
13,test,tok_00382
13,test,tok_00385
13,test,tok_00397
13,test,tok_00399
13,test,tok_00400
13,test,tok_00408
13,test,tok_00421
13,test,tok_00425
13,test,tok_00428
13,test,tok_00429
13,test,tok_00430
13,test,tok_00431
13,test,tok_00432
13,test,tok_00439
13,test,tok_00440
13,test,tok_00442
13,test,tok_00447
13,test,tok_00449
13,test,tok_00450
13,test,tok_00451
13,test,tok_00452
13,test,tok_00460
13,test,tok_00473
13,test,tok_00474
13,test,tok_00477
13,test,tok_00481
13,test,tok_00486
13,test,tok_00491
13,test,tok_00495
13,test,tok_00516
13,test,tok_00520
13,test,tok_00521
13,test,tok_00536
13,test,tok_00542
13,test,tok_00544
13,test,tok_00548
13,test,tok_00550
13,test,tok_00555
13,test,tok_00556
13,test,tok_00557
13,test,tok_00559
13,test,tok_00560
13,test,tok_00566
13,test,tok_00567
13,test,tok_00575
13,test,tok_00578
13,test,tok_00581
13,test,tok_00586
13,test,tok_00591
13,test,tok_00600
13,test,tok_00602
13,test,tok_00611
13,test,tok_00612
13,test,tok_00618
13,test,tok_00619
13,test,tok_00629
13,test,tok_00638
13,test,tok_00643
13,test,tok_00653
13,test,tok_00654
13,test,tok_00656
13,test,tok_00658
13,test,tok_00669
13,test,tok_00678
13,test,tok_00680
13,test,tok_00689
13,test,tok_00692
13,test,tok_00697
13,test,tok_00698
13,test,tok_00699
13,test,tok_00703
13,test,tok_00706
13,test,tok_00709
13,test,tok_00713
13,test,tok_00720
13,test,tok_00722
13,test,tok_00724
13,test,tok_00725
13,test,tok_00726
13,test,tok_00732
13,test,tok_00733
13,test,tok_00738
13,test,tok_00741
13,test,tok_00748
13,test,tok_00756
13,test,tok_00757
13,test,tok_00761
13,test,tok_00764
13,test,tok_00765
13,test,tok_00772
13,test,tok_00776
13,test,tok_00777
13,test,tok_00779
13,test,tok_00780
13,test,tok_00783
13,test,tok_00785
13,test,tok_00795
13,test,tok_00796
13,test,tok_00803
13,test,tok_00809
13,test,tok_00810
13,test,tok_00814
13,test,tok_00821
13,test,tok_00829
13,test,tok_00831
13,test,tok_00834
13,test,tok_00836
13,test,tok_00839
13,test,tok_00853
13,test,tok_00866
13,test,tok_00877
13,test,tok_00880
13,test,tok_00884
13,test,tok_00886
13,test,tok_00891
13,test,tok_00893
13,test,tok_00894
13,test,tok_00927
13,test,tok_00929
13,test,tok_00932
13,test,tok_00934
13,test,tok_00939
13,test,tok_00949
13,test,tok_00957
13,test,tok_00960
13,test,tok_00961
13,test,tok_00962
13,test,tok_00966
13,test,tok_00971
13,test,tok_00980
13,test,tok_00984
13,test,tok_00988
13,test,tok_00990
13,test,tok_00991
13,test,tok_00999
13,test,tok_01020
13,test,tok_01035
13,test,tok_01051
13,test,tok_01052
13,test,tok_01057
13,test,tok_01072
13,test,tok_01073
13,test,tok_01074
13,test,tok_01082
13,test,tok_01083
13,test,tok_01089
13,test,tok_01092
13,test,tok_01093
13,test,tok_01097
13,test,tok_01100
13,test,tok_01109
13,test,tok_01112
13,test,tok_01119
13,test,tok_01124
13,test,tok_01131
13,test,tok_01138
13,test,tok_01140
13,test,tok_01145
13,test,tok_01146
13,test,tok_01157
13,test,tok_01158
13,test,tok_01170
13,test,tok_01173
13,test,tok_01176
13,test,tok_01178
13,test,tok_01179
13,test,tok_01192
13,test,tok_01193
13,test,tok_01195
13,test,tok_01198
13,test,tok_01202
13,test,tok_01213
13,test,tok_01216
13,test,tok_01220
13,test,tok_01236
13,test,tok_01239
13,test,tok_01243
13,test,tok_01258
13,test,tok_01262
13,test,tok_01265
13,test,tok_01268
13,test,tok_01279
13,test,tok_01283
13,test,tok_01285
13,test,tok_01290
13,test,tok_01293
13,test,tok_01295
13,test,tok_01296
13,test,tok_01302
13,test,tok_01318
13,test,tok_01330
13,test,tok_01331
13,test,tok_01339
13,test,tok_01343
13,test,tok_01345
13,test,tok_01361
13,test,tok_01365
13,test,tok_01367
13,test,tok_01371
13,test,tok_01372
13,test,tok_01374
13,test,tok_01377
13,test,tok_01380
13,test,tok_01384
13,test,tok_01390
13,test,tok_01395
13,test,tok_01402
13,test,tok_01406
13,test,tok_01412
13,test,tok_01413
13,test,tok_01427
13,test,tok_01430
13,test,tok_01433
13,test,tok_01442
13,test,tok_01445
13,test,tok_01446
13,test,tok_01449
13,test,tok_01455
13,test,tok_01459
13,test,tok_01462
13,test,tok_01464
13,test,tok_01465
13,test,tok_01478
13,test,tok_01479
13,test,tok_01480
13,test,tok_01496
13,test,tok_01499
13,test,tok_01503
13,test,tok_01505
13,test,tok_01508
13,test,tok_01509
13,test,tok_01521
13,test,tok_01527
13,test,tok_01529
13,test,tok_01540
13,test,tok_01550
13,test,tok_01554
13,test,tok_01556
13,test,tok_01572
13,test,tok_01574
13,test,tok_01583
13,test,tok_01589
13,test,tok_01594
13,test,tok_01601
13,test,tok_01602
13,test,tok_01604
13,test,tok_01615
13,test,tok_01616
13,test,tok_01624
13,test,tok_01626
13,test,tok_01632
13,test,tok_01635
13,test,tok_01643
13,test,tok_01644
13,test,tok_01645
13,test,tok_01647
13,test,tok_01653
13,test,tok_01661
13,test,tok_01677
13,test,tok_01679
13,test,tok_01686
13,test,tok_01688
13,test,tok_01690
13,test,tok_01692
13,test,tok_01699
13,test,tok_01704
13,test,tok_01719
13,test,tok_01724
13,test,tok_01733
13,test,tok_01734
13,test,tok_01740
13,test,tok_01741
13,test,tok_01747
13,test,tok_01752
13,test,tok_01763
13,test,tok_01769
13,test,tok_01775
13,test,tok_01776
13,test,tok_01778
13,test,tok_01781
13,test,tok_01789
13,test,tok_01792
13,test,tok_01797
13,test,tok_01800
13,test,tok_01805
13,test,tok_01811
13,test,tok_01815
13,test,tok_01817
13,test,tok_01819
13,test,tok_01822
13,test,tok_01836
13,test,tok_01837
13,test,tok_01840
13,test,tok_01844
13,test,tok_01851
13,test,tok_01864
13,test,tok_01867
13,test,tok_01872
13,test,tok_01880
13,test,tok_01881
13,test,tok_01884
13,test,tok_01893
13,test,tok_01897
13,test,tok_01905
13,test,tok_01909
13,test,tok_01918
13,test,tok_01928
13,test,tok_01930
13,test,tok_01932
13,test,tok_01938
13,test,tok_01942
13,test,tok_01949
13,test,tok_01951
13,test,tok_01956
13,test,tok_01960
13,test,tok_01979
13,test,tok_01982
13,test,tok_01988
13,test,tok_01989
13,test,tok_01991
13,test,tok_01996
13,test,tok_01997
13,test,tok_02000
13,test,tok_02001
13,test,tok_02007
13,test,tok_02012
13,test,tok_02017
13,test,tok_02021
13,test,tok_02032
13,test,tok_02033
13,test,tok_02036
13,test,tok_02037
13,test,tok_02053
13,test,tok_02068
13,test,tok_02069
13,test,tok_02070
13,test,tok_02074
13,test,tok_02078
13,test,tok_02081
13,test,tok_02083
13,test,tok_02089
13,test,tok_02090
13,test,tok_02092
13,test,tok_02093
13,test,tok_02095
13,test,tok_02102
13,test,tok_02108
13,test,tok_02111
13,test,tok_02112
13,test,tok_02118
13,test,tok_02126
13,test,tok_02128
13,test,tok_02129
13,test,tok_02132
13,test,tok_02139
13,test,tok_02170
13,test,tok_02179
13,test,tok_02185
13,test,tok_02188
13,test,tok_02190
13,test,tok_02192
13,test,tok_02196
13,test,tok_02197
13,test,tok_02200
13,test,tok_02211
13,test,tok_02223
13,test,tok_02229
13,test,tok_02230
13,test,tok_02231
13,test,tok_02233
13,test,tok_02237
13,test,tok_02249
13,test,tok_02253
13,test,tok_02254
13,test,tok_02255
13,test,tok_02262
13,test,tok_02264
13,test,tok_02273
13,test,tok_02277
13,test,tok_02280
13,test,tok_02281
13,test,tok_02286
13,test,tok_02288
13,test,tok_02291
